protein,PAM50 mRNA
NP_000883,0.2696560975086132
NP_005637,0.21253527387298315
NP_000917,0.424523969962081
NP_065770,0.2017577442656018
NP_003744,0.23268593155680073
NP_056348,0.5619380984378377
NP_000924,0.3437844692852489
NP_006199,0.35130633016043716
NP_001124432,0.27130278337930475
NP_055983,0.22586127120681354
NP_064578,0.2730326826325762
NP_705831,0.33529499632148974
NP_000553,0.22495253351536346
NP_001258356,0.22671581069480454
NP_001138771,0.2264358854148219
NP_001138770,0.22481765195379028
NP_056034,0.2073636547870155
NP_054767,0.47489863924604664
NP_065882,0.27674468151553633
NP_787072,0.25705950627848834
NP_061854,0.26267481756821454
NP_055953,0.32321242288501156
NP_066018,0.2503269915224159
NP_004183,0.30909194369532966
NP_001106177,0.23210888254252965
NP_937825,0.3923722513387085
NP_001128342,0.20425925111140744
NP_001139685,0.2877433574411216
NP_073608,0.2748246752263786
NP_004302,0.537241296441799
NP_004272,0.3076473262117299
NP_115890,0.23632205872789694
NP_004717,0.38979985167101483
NP_001074444,0.38847500573819027
NP_055527,0.28401428458537126
NP_061830,0.3249872071001279
NP_079092,0.2993406325477089
NP_060595,0.34782455703865534
NP_055444,0.3727483339317185
NP_005535,0.5472349516710825
NP_055720,0.5476757540460293
NP_001243239,0.555789849222323
NP_115765,0.3958635625636595
NP_006817,0.31875268871244317
NP_003396,0.20761549860258893
NP_006182,0.33348599761278364
NP_006591,0.24921638816428193
NP_001728,0.20573251184871982
NP_054774,0.39499131377337005
NP_006203,0.23869878395526545
NP_001018063,0.24697200897493943
NP_006764,0.4130927821449962
NP_006293,0.3584920381804679
NP_446464,0.259169961632637
NP_077740,0.48539778947739826
NP_060522,0.3134131852237535
NP_073600,0.47049048034444946
NP_001867,0.25388203041974927
NP_001229804,0.37678544615933207
NP_006102,0.3134873385527292
NP_055617,0.2529967647522275
NP_258411,0.2963029687334972
NP_001006658,0.20866393088963928
NP_005130,0.5124168158009802
XP_003960256,0.25865384436017097
NP_004721,0.2987086338516746
NP_005683,0.24868646798961372
NP_004243,0.6194356368593271
NP_003602,0.20543049440933564
NP_001238817,0.249959678138672
NP_060102,0.279582002599231
NP_005722,0.36578966916914396
NP_066278,0.23688854391214922
NP_001258662,0.22572525320533782
NP_060634,0.27451310087467956
NP_000706,0.40752187826841624
NP_002708,0.2902051112955962
NP_060931,0.33945310458676387
NP_858061,0.3155092396119078
NP_870991,0.3047588971904688
NP_006100,0.2081232817792752
NP_056449,0.3494993401068003
NP_003095,0.42123732429853405
NP_004703,0.2089324486430386
NP_954712,0.3023650094439216
NP_005712,0.3694503402556438
NP_065178,0.32432219171857024
NP_057371,0.25739628351582317
NP_056365,0.21332175853583693
NP_149124,0.23383216183386074
NP_066956,0.21020593535205942
NP_068761,0.2997783196467753
NP_001091981,0.23351279100784467
NP_001230882,0.2188699233929474
NP_006836,0.23500157023591256
NP_066952,0.3474762437648674
NP_000017,0.2849831762419515
NP_659400,0.21634044995174054
NP_000958,0.29553533698515466
NP_004434,0.39998081026897336
NP_003492,0.25465918219128464
NP_001245238,0.33702339137231696
NP_008944,0.3942051865713126
NP_001265598,0.3001666250745293
NP_056126,0.33317056703920617
NP_036561,0.32983634647029075
NP_203740,0.3181496474252562
NP_777635,0.2883074624591833
NP_001069,0.22212239404241158
NP_001186763,0.23214679794156448
NP_644810,0.2522132535135337
NP_006400,0.21767782248024023
NP_005711,0.2920105534850332
NP_001177925,0.21086772488706024
NP_000110,0.24728241285663205
NP_000746,0.2480607951056058
NP_110437,0.2903974737422762
NP_005808,0.21230490470404204
NP_001157661,0.21889496693714958
NP_001180197,0.29545510890090554
NP_001186601,0.4336643861889498
NP_001186600,0.42719051025679733
NP_004032,0.24093904312023878
NP_064647,0.24489074781713008
NP_004303,0.20716385147960814
NP_071904,0.2460333359733791
NP_003127,0.33194450617402954
NP_060327,0.32926000911384595
NP_002573,0.2381577086377766
NP_066015,0.24388088075107764
NP_003106,0.28683155900717
NP_997192,0.24897197669071616
NP_443711,0.5212506324013169
NP_071353,0.2621515207035308
NP_006038,0.27935742765706434
NP_004227,0.24737542065749116
NP_006614,0.5184575605124567
NP_001258752,0.24544003563890945
NP_001258751,0.24573003731818757
NP_001258753,0.24282865834656092
NP_001182220,0.24787262954037015
NP_004277,0.22220504320659987
NP_003648,0.27689314564658873
NP_008996,0.210245348936401
NP_001092104,0.6001898115521415
NP_061900,0.5965636815291142
NP_659416,0.5490552092322133
NP_001185748,0.2090848450642465
NP_783161,0.23434177422587743
NP_056150,0.23122639026424524
NP_000169,0.38307195005922107
NP_001129145,0.3320407676265762
NP_542775,0.5236547383202608
NP_057383,0.22402250335581234
NP_057421,0.49493503109445697
NP_004893,0.23990331504656354
NP_059119,0.24757884835405886
NP_002423,0.35778725982970166
NP_003293,0.39889269974845154
NP_000403,0.24271203067734676
NP_055399,0.2440853862781949
NP_078994,0.3137720822166933
NP_002729,0.22293014904539787
NP_997700,0.23581181307370744
NP_002728,0.32546922511572907
NP_001185688,0.2505682124270394
NP_002340,0.3017305429299904
NP_057715,0.21170403593050852
NP_000997,0.20471433980925852
NP_078824,0.41015753534158444
NP_002942,0.2308526361755218
NP_061887,0.20295401745790637
NP_055430,0.3106013298163224
NP_689940,0.5231505042268089
NP_004985,0.3331504503660623
NP_976240,0.2251853149905761
NP_005889,0.23529182045748026
NP_000424,0.23469375206353088
NP_110420,0.42406243002808747
NP_002511,0.288216855305752
NP_001092902,0.37642355358482416
NP_005713,0.4391114355058716
NP_056271,0.2967613354150995
NP_071751,0.27789858911153986
NP_006497,0.28514647942941695
NP_006217,0.26383262286524156
NP_055693,0.490279703063126
NP_006136,0.23178570889259548
NP_008965,0.27490907222280636
NP_066974,0.4320644961257553
NP_065173,0.27158573001267206
NP_076427,0.25520144625583374
NP_001061,0.200324708889537
NP_057521,0.20219246755007703
NP_001186127,0.287491180603091
NP_036232,0.2988078392483113
NP_055483,0.2837338999287857
NP_006342,0.2903329639040272
NP_060238,0.4263977632095952
NP_001180414,0.217068446570064
NP_001180412,0.21950042035048564
NP_001180413,0.21929235191416038
NP_004978,0.21928600967688275
NP_001154875,0.22394652484985622
NP_001154876,0.22394652484985622
NP_006236,0.30433569495393625
NP_848701,0.21477666421979677
NP_848702,0.2057544927379296
NP_878256,0.2193810039729017
NP_009217,0.20744474172871977
NP_001159681,0.2041521876518708
NP_005852,0.43816765811539965
NP_036342,0.21035776370606568
NP_001035536,0.307493875061229
NP_055319,0.5360146294384353
NP_057240,0.35432223309735367
NP_958435,0.3284574902236665
NP_036233,0.4768997204093441
NP_057396,0.21636054246584308
NP_004799,0.28246200363482915
NP_055946,0.2529691146018697
NP_005017,0.23212884496053043
NP_055975,0.2593639192577062
NP_001117,0.240795903188785
NP_001518,0.22905166757472192
NP_116185,0.3845548978587339
NP_055263,0.35455260402237054
NP_055830,0.4173053352005821
NP_055761,0.2570643429269236
NP_004490,0.3329166530040469
NP_055449,0.3822293253251615
NP_079239,0.21105019451755053
NP_073738,0.4862041204241681
NP_075526,0.23766992146859667
NP_000013,0.2813885580890554
NP_001026855,0.35143295795661916
NP_000241,0.37184755878668146
NP_056189,0.3414182467031845
NP_002212,0.3878146004648947
NP_060493,0.2223973554720696
NP_006687,0.33609782021594076
NP_004389,0.2468491056875422
NP_066961,0.41602614078051325
NP_057575,0.28601842451464843
NP_005902,0.3193799648217187
NP_000420,0.22304210222740833
NP_940869,0.21122484273897849
NP_078849,0.5461881855547934
NP_001244942,0.3904842591319656
NP_001244944,0.3872309216751351
NP_006357,0.2709562363248235
NP_000475,0.39740672247013
NP_001129603,0.3915192461788515
NP_006035,0.20031595860808615
NP_149077,0.2722287986478984
NP_005498,0.21139677449713049
NP_619579,0.26461030807974056
NP_065991,0.2677538567917606
NP_115824,0.2535213647245879
NP_001143,0.24005346453158144
NP_112581,0.21290552521535452
NP_003749,0.2778155866081125
NP_002892,0.39012732779108517
NP_056277,0.3176856264309754
NP_002310,0.2306853725832021
NP_057175,0.2528942479787361
NP_078911,0.24101968258807008
NP_683706,0.3585894265481743
NP_078862,0.3616487385402082
NP_000780,0.28255679487003293
NP_060457,0.267927161974677
NP_001265154,0.20484254644523223
NP_001244904,0.3074587460963992
NP_775767,0.30132844114134455
NP_005745,0.2807496906508737
NP_004444,0.23810169889935506
NP_001243307,0.32208391727226243
NP_004887,0.272750666840736
NP_006273,0.23000301455713096
NP_006272,0.27473539412171016
NP_115687,0.2508888208285631
NP_835237,0.30328613914648583
NP_001013269,0.30732769730760595
NP_002385,0.3054281617039827
NP_000128,0.30397668815095
NP_006416,0.20769305599218793
NP_996790,0.30508820801575437
NP_113678,0.28357493572308085
NP_001344,0.22606473930995483
NP_001240837,0.22884427840892008
NP_001809,0.24779225037573355
NP_001177836,0.21670419357451198
NP_005227,0.27973068559050795
NP_004619,0.3040980777833071
NP_004131,0.213613720244063
NP_640334,0.20340488803367007
NP_001608,0.3763527233360468
NP_001182484,0.4728900979943879
NP_055481,0.44061034927004944
NP_003361,0.4886047304989304
NP_005040,0.2017056606907899
NP_751911,0.27742872426155135
NP_751913,0.2988369305877245
NP_001191421,0.29099885667223363
NP_001213,0.29442408492819233
NP_001136112,0.28607862485215146
NP_006694,0.3191616092109147
NP_061819,0.292621539651741
NP_001124163,0.2680354442302911
NP_000935,0.2529785656642268
NP_066025,0.2770822894106452
NP_001164161,0.28750248866308065
NP_004987,0.2354160205068157
NP_055875,0.342452829901738
NP_115683,0.49394007748892005
NP_001171900,0.28532071383731256
NP_057023,0.24630691015711956
NP_003463,0.40845568175536007
NP_001077362,0.41166449465416904
NP_055389,0.4127099269347186
NP_001034966,0.26009766064190193
NP_003176,0.34672506662162983
NP_001032242,0.34362564587851663
NP_004505,0.20207980528143255
NP_001032248,0.384790463421154
NP_001028755,0.3695227929956921
NP_001985,0.22561268934868906
NP_004921,0.21251529774674782
NP_001193469,0.2208197024133082
NP_085133,0.4626864621472035
NP_085059,0.28715291888443323
NP_061174,0.32330202731171015
NP_001091896,0.24227390659914988
NP_057205,0.3645619926995524
NP_056474,0.3127580826229423
NP_001664,0.25852704654053815
NP_002208,0.2168917352013492
NP_057213,0.30650571612980887
NP_036614,0.25150500590549973
NP_001229687,0.2488673201730196
NP_002107,0.26983043913535226
NP_002726,0.33670172396533343
NP_002746,0.2843228895282517
NP_055412,0.27665657423013373
NP_003672,0.29754256229343923
NP_056513,0.33397086467485776
NP_055956,0.2170214743393852
NP_001180289,0.20015740830625645
NP_037365,0.2531178860904466
NP_006506,0.2641616205161182
NP_005558,0.21765277063008995
NP_068813,0.20732617035755307
NP_057422,0.3296130548962978
NP_005909,0.24727775345905936
NP_055204,0.2180455289415819
NP_006008,0.4753353213565891
NP_001139322,0.47484914174166704
NP_000119,0.27565760727146643
NP_077305,0.2135731205028874
NP_005914,0.2256591632387099
NP_115544,0.3515652604470941
NP_697021,0.28959157385623585
NP_057632,0.30843071071543465
NP_079425,0.2443369654677908
NP_006525,0.23758559754430422
NP_055428,0.5274502648756577
NP_001073888,0.2870930542224666
NP_000963,0.30798718688005916
NP_005479,0.33482593643341013
NP_001129204,0.34398155712360384
NP_001129201,0.3391525312171106
NP_434700,0.26359293397799816
NP_001248319,0.22413646393850867
NP_001248324,0.23685328161569455
NP_060688,0.24737178502880366
NP_000304,0.3865188281883224
NP_004508,0.2132013744617647
NP_001265370,0.20977211222122047
NP_001219,0.20298163207770067
NP_001073594,0.20653157785577875
NP_001388,0.24565084244997323
NP_001230209,0.21610551298969113
NP_001078846,0.3579331809755878
NP_002378,0.3528634467143683
NP_001123512,0.208641107070628
NP_892113,0.20780018538093165
NP_001189788,0.21199828054692646
NP_079170,0.36206297237775115
NP_005572,0.2941689655104059
NP_057159,0.23235854818924273
NP_015561,0.2651940113808012
NP_003615,0.2723089771076412
NP_073564,0.22796009052933866
NP_002371,0.4047233156046132
NP_085072,0.40434607688622876
NP_714916,0.2563461873833214
NP_001121100,0.4898408176031787
NP_003828,0.4025617300552371
NP_899195,0.25880339918864026
NP_001036038,0.2375831873198698
NP_001020766,0.5097078051324417
NP_055262,0.5096588653983612
NP_004298,0.5176929880278484
NP_001002019,0.24334934432598782
NP_079491,0.24317193057114073
NP_004306,0.32282854474846917
NP_149112,0.400745994730822
NP_066301,0.3630827908659738
NP_001162589,0.27781622081647456
NP_078881,0.2741753371504724
NP_078939,0.2598443305222322
NP_077734,0.47893064288737514
NP_037395,0.3719381052777803
NP_001339,0.4204106554107029
NP_055141,0.3525943416636051
NP_000145,0.24777298944125353
NP_056520,0.26604514172576776
NP_065823,0.3273927798287991
NP_055299,0.486833002973655
NP_002258,0.20628860360099713
NP_002259,0.2254980206063839
NP_003555,0.2404328258656995
NP_001186226,0.2295717717734046
NP_786924,0.27567238868316485
NP_005908,0.286878805306848
NP_064520,0.22207601627861234
NP_112180,0.34281442057963024
NP_689929,0.23695335158902145
NP_001240752,0.5999563907376235
NP_001113,0.2731892081743959
NP_036361,0.5495458118116384
NP_004805,0.2082101886887951
NP_859063,0.3028562430418391
NP_060679,0.21640985012737657
NP_001027467,0.24299728564139345
NP_001135869,0.3484179170318412
NP_055587,0.33799738973341836
NP_002452,0.24791247331636812
NP_061167,0.3377118533728068
NP_056541,0.4648790690916255
NP_004374,0.29952726699147936
NP_001161206,0.33502635972088096
NP_001491,0.26557316065078557
NP_954592,0.3380609454813012
NP_003891,0.32679205511003756
NP_001645,0.2604182537528387
NP_001243125,0.2569250210356791
NP_004324,0.2707348736342353
NP_150644,0.22229809796692948
NP_071938,0.3747884595941761
NP_000261,0.22501266541199325
NP_005638,0.32280608145927897
NP_150600,0.33495890655075766
NP_443134,0.30074902452300034
NP_057321,0.20135520672163293
NP_002604,0.20976371491819212
NP_001245308,0.22221087331531866
NP_005409,0.2353899342441405
NP_008998,0.2627543724754936
NP_115564,0.23630331689703
NP_001185824,0.22088722530339006
NP_005408,0.29857051043272226
NP_005424,0.4565166681256553
NP_002028,0.49784746997638235
NP_003636,0.28509522824346156
NP_065819,0.2092496940263504
NP_938167,0.2246342353826611
NP_000333,0.2629539311328262
NP_065797,0.20299119020993242
NP_055815,0.44351862858085583
NP_009202,0.4056885769038239
NP_001248357,0.47784126361889484
NP_116219,0.38653287607164954
NP_060615,0.42553571312293553
NP_005179,0.28718903719630123
NP_733762,0.3576120475602812
NP_001092094,0.3615388738248347
NP_001180207,0.39609951243160263
NP_002010,0.39755011881855346
NP_006397,0.22674469900700345
NP_003812,0.245276657429199
NP_004472,0.21463710727965796
NP_056268,0.22908543046480304
NP_006215,0.30929290000549914
NP_036531,0.37011489670268544
NP_001600,0.5561559798730388
NP_001157207,0.32314582160273075
NP_001996,0.39745889512949106
NP_055363,0.24816078071232042
NP_001078880,0.2968559341290726
NP_039234,0.28618914805916396
NP_061994,0.3164997643865983
NP_620164,0.6365465465144436
NP_995315,0.29167573780459183
NP_001231931,0.2911240921485257
NP_001231934,0.2858091751384976
NP_005588,0.28959154320281794
NP_001257972,0.29944215959886494
NP_001177666,0.5790125632388562
NP_002492,0.325983432230911
NP_005587,0.5737758634616424
NP_005960,0.4965352489976136
NP_006370,0.34275617185349905
NP_000035,0.4097565299082535
NP_004748,0.21195610736861037
NP_003017,0.22089308604119892
NP_001805,0.3601885371985165
NP_006461,0.29114568565562887
NP_001032407,0.2582938319617707
NP_005489,0.3304939337751242
NP_001181,0.34566804691196573
NP_001158245,0.31589546853162975
NP_001035526,0.2363694547259086
NP_057377,0.22969269322388902
NP_647597,0.2711645526653615
NP_002601,0.42041423622703633
NP_002602,0.2582024223960252
NP_056342,0.2267648338335144
NP_001876,0.3919613177143474
NP_060204,0.29147758535535906
NP_002630,0.46910373133282773
NP_055534,0.2086983283289122
NP_653319,0.29206058098528553
NP_808881,0.35808610354583364
NP_001880,0.2241949644585111
NP_055118,0.22539310069849341
NP_001020114,0.3154930240659976
NP_115635,0.37792013748920045
NP_005707,0.31150244582718384
NP_060125,0.29529203381876096
NP_057122,0.28231844147768725
NP_955392,0.35163149190038545
NP_955393,0.29531995718597387
NP_653296,0.29660012194864305
NP_005601,0.26370135303959064
NP_001128727,0.2567655572430241
NP_001128728,0.2876789256829567
NP_000925,0.2696288139679899
NP_055866,0.4016039094832687
NP_775882,0.2501326585948523
NP_056290,0.3923546851568622
NP_000933,0.3749588111992254
NP_056147,0.2884914022734909
NP_006259,0.3257959585102503
NP_003430,0.22084202772215278
NP_079038,0.4081427646204931
NP_001166161,0.2336081058421535
NP_001138461,0.3500343676510181
NP_001026971,0.32303465734398146
NP_005560,0.4384762545362365
NP_619634,0.31870312075944845
NP_056114,0.2038711017225254
NP_068746,0.3368987240566516
NP_055871,0.28792656682000356
NP_002681,0.25828955716019814
NP_001026976,0.215574789586684
NP_071334,0.2717694908161452
NP_000840,0.20822012361972858
NP_057594,0.39125987344248403
NP_000033,0.2167908767870773
NP_059982,0.2955312916443934
NP_001119595,0.2910939637919146
NP_116162,0.20728088586293736
NP_001155251,0.30386086143987223
NP_006288,0.34116609632913153
NP_002824,0.3503535546584369
NP_002341,0.5562387395219283
NP_001104567,0.5596740074689508
NP_002101,0.3802908307590552
NP_057712,0.2227552311761429
NP_567823,0.21915901132294904
NP_000629,0.30025746746148757
NP_006549,0.35309533840348284
NP_003829,0.37826380395133197
NP_001106279,0.34118763617527487
NP_006491,0.46743897734443873
NP_001124437,0.3598535244689842
NP_001165415,0.33457206444640547
NP_001107579,0.25018318709538795
NP_055291,0.2682771012588107
NP_001244892,0.2858605620513924
NP_005654,0.3026316924452467
NP_060788,0.26991488493995397
NP_001034813,0.23981111559317325
NP_000256,0.2409063213982185
NP_115758,0.3068256479487357
NP_001138244,0.20200819401721073
NP_001157685,0.2714642990057449
NP_006144,0.3235819771487409
NP_001004720,0.5438376205291244
NP_076982,0.3050313176457748
NP_001096654,0.3050672795173286
NP_001264242,0.2851198300555939
NP_003791,0.22006351783028025
NP_004138,0.3512666203903441
NP_001379,0.29432373803651424
NP_000176,0.31892121632672343
NP_001153651,0.5276907533869268
NP_003194,0.20516966505472048
NP_057114,0.22401721807153582
NP_004777,0.25927197614069525
NP_055859,0.21615005433755638
NP_000960,0.2716282399580664
NP_000427,0.3612265954776035
NP_060273,0.24101218469608612
NP_001531,0.5189061846731854
NP_004652,0.2522081362987366
NP_060515,0.36973351794003295
NP_006691,0.25945711559266127
NP_277047,0.3441886142400485
NP_060427,0.36736150107478827
NP_683723,0.31499868288401506
NP_055779,0.30318113757217696
NP_056528,0.378917928548167
NP_056041,0.284872598777529
NP_001230332,0.2944895302112004
NP_001216,0.21537442876852325
NP_002216,0.3303462813032094
NP_005834,0.38603635753952215
NP_057231,0.29070459460273484
NP_002175,0.3715050102520882
NP_001171619,0.25869704659321024
NP_001028219,0.2725975036350062
NP_001171621,0.2785219962653737
NP_054745,0.2422301382700012
NP_078894,0.2752155977499323
NP_079012,0.2658866137023573
NP_001171867,0.42508545354952937
NP_065960,0.4348159143306767
NP_066923,0.31008481116981945
NP_006704,0.22181757857626785
NP_570602,0.21923137671389545
NP_002004,0.24904228457071118
NP_055965,0.2288832689156482
NP_037415,0.2931737095989339
NP_001099026,0.3223160519805712
NP_438171,0.3815258366300609
NP_002442,0.2294639619564275
NP_998734,0.2975139695515141
NP_006139,0.2712505903802084
NP_006384,0.22758651000757532
NP_001258537,0.27425204917400914
NP_536350,0.30028239912155874
NP_536351,0.311080768144143
NP_001070957,0.2937606917712416
NP_006563,0.29485648942492176
NP_002061,0.23687412742389016
NP_006487,0.2209484109108097
NP_002060,0.2511904510006298
NP_620073,0.22075885064019815
NP_001035997,0.35543861262260923
NP_060586,0.3191562987158589
NP_001243461,0.3379177735423485
NP_113626,0.479063090777752
NP_071908,0.301137845003692
NP_006539,0.3534385270948527
NP_036519,0.36351978710113386
NP_115796,0.2581453714589758
NP_057327,0.3051716309418074
NP_001165131,0.31946142842294084
NP_037390,0.3341724528193374
NP_660183,0.3217303964542682
NP_006532,0.24331470785999718
NP_001731,0.3033728504569986
NP_004920,0.2941014393532573
NP_065952,0.2983059071925036
NP_006266,0.26712265903204635
NP_536739,0.20168093860799127
NP_573571,0.2859030123993764
NP_001129695,0.354741521701392
NP_001129696,0.3411267128798987
NP_006126,0.26589402550329944
NP_006409,0.26712678069919243
NP_006065,0.24304624040229392
NP_937818,0.22248373842641186
NP_116189,0.3353205931152084
NP_073745,0.40430310073945697
NP_056473,0.20658955300317353
NP_065389,0.3051350961575255
NP_996667,0.4002188414414642
NP_821068,0.44602879680507246
NP_065751,0.28725945354987054
NP_839946,0.44052597888174094
NP_001649,0.21563276242722418
NP_001650,0.2189861647441917
NP_001653,0.2062563996924075
NP_057660,0.29703152457098275
NP_001121187,0.22416126691415791
NP_057531,0.5302370318567556
NP_004337,0.26338893466666163
NP_963293,0.5060519155596573
NP_963294,0.5061593058602681
NP_079055,0.31481787961816915
NP_001887,0.2710993507361155
NP_055623,0.39106632373097977
NP_036277,0.422325602182572
NP_064715,0.22545646783676418
NP_001244258,0.22467258910911178
NP_663318,0.27949233088629477
NP_689862,0.24229086070953157
NP_066012,0.4077358666858427
NP_620707,0.4233067205703018
NP_620448,0.24047092034331546
NP_005919,0.3512735223584576
NP_001108086,0.35114786978814594
NP_689522,0.38221912528549784
NP_005850,0.2687849125746621
NP_001128119,0.21505952310793414
NP_079517,0.31821732759711274
NP_037511,0.21119776245764957
NP_009141,0.26225852085010565
NP_004473,0.23426973550300068
NP_079152,0.29450832481988853
NP_003644,0.32115722504380495
NP_071896,0.2808362789087304
NP_001227,0.32249385965132515
NP_001748,0.39968808696108254
NP_056089,0.20762598957528738
NP_060599,0.42673938438924064
NP_006460,0.3027039185578287
NP_004423,0.23381671689892927
NP_001138247,0.2217264900237385
NP_068771,0.21489499670209555
NP_003123,0.20023873054725036
NP_002426,0.30013254538973166
NP_808227,0.2753573870022247
NP_001243615,0.24261827176605008
NP_001186064,0.3157677357917055
NP_079023,0.2377232448470807
NP_904324,0.2972617400311169
NP_001190176,0.2249525446998513
NP_004447,0.22023076225003796
NP_009193,0.2550210356355806
NP_000053,0.26233351433993807
NP_056437,0.26421850622262616
NP_003365,0.3555928318273857
NP_005264,0.2208016814450771
NP_067642,0.23790028810705316
NP_001020471,0.296656173911561
NP_079105,0.2406669779032864
NP_001012768,0.264112079719119
NP_001171590,0.2707042399762677
NP_001171587,0.28009275819154233
NP_000192,0.3097529502141144
NP_006552,0.259968271531696
NP_001020247,0.250192986737543
NP_031401,0.26509978336096
NP_001177344,0.2280867572754894
NP_001012426,0.32585348451788604
NP_612466,0.2989032748468819
NP_001231737,0.33540269785372184
NP_001231739,0.36811715799289635
NP_001231744,0.34686421344727425
NP_077024,0.3427248921249368
NP_001001484,0.2576453802732615
NP_060648,0.34531386120696517
NP_060275,0.21052808967183806
NP_061072,0.24199135382781584
NP_001258766,0.40871114796143154
NP_005443,0.2648438387339413
NP_055899,0.2006291301069184
NP_001248363,0.22729797063225904
NP_001129514,0.22185895600322747
NP_055824,0.2026268792912165
NP_569119,0.2560091472603358
NP_002757,0.24984768414496497
NP_002865,0.25117011368488085
NP_000622,0.2415710398350942
NP_005710,0.3627053259524019
NP_114431,0.3700257308530783
NP_001015055,0.3073206828617341
NP_149035,0.26877379443338884
NP_001846,0.279886664109686
NP_071505,0.3281191977990694
NP_002943,0.30186941673245626
NP_758515,0.3076223141440424
NP_006864,0.3210463140314825
NP_006087,0.42114203379084003
NP_060026,0.5375234508985148
NP_001019386,0.5390275288109077
NP_001009552,0.28593645154567776
NP_002706,0.32681686672914095
NP_078817,0.3518791239246718
NP_006088,0.2956013517235971
NP_001138417,0.35268781070362737
NP_006462,0.3518734523592094
XP_373042,0.3529169074829091
NP_071414,0.42438448996263034
NP_000843,0.44602079131692035
NP_065997,0.22929214175199786
NP_061820,0.40763696659940424
NP_001243692,0.2391381925583349
NP_110424,0.37787071605404393
NP_694453,0.2841314306082056
NP_000503,0.2587740339737854
NP_005300,0.35835512617174126
NP_597700,0.4227041297852787
NP_001035830,0.3394431932982798
NP_115517,0.4017013016811908
NP_115867,0.27665482938580577
NP_006500,0.3558341914453661
NP_620693,0.20282353985080812
NP_001884,0.20202019918181982
NP_004716,0.22530097444909847
NP_001139478,0.20622709535552977
NP_001070736,0.3613313143598882
NP_001124335,0.25823572797997674
NP_006200,0.24059711642796175
NP_003817,0.2696366324879999
NP_000062,0.35411467611503
NP_060829,0.3495024424822909
NP_612357,0.31707854604583013
NP_115717,0.33358026316289635
NP_001734,0.38907730468481283
NP_006283,0.21532856806615913
NP_058651,0.3023286438348708
NP_005255,0.4298445226127241
NP_665736,0.4271255828166029
NP_067653,0.45957799319434944
NP_078958,0.304902558367966
NP_001161694,0.3005274122527013
NP_689657,0.32252931645758326
NP_003305,0.3323916391928631
NP_062555,0.21800747869190898
NP_057086,0.38034191278157753
NP_031375,0.2437739347634566
NP_002955,0.20036184598283002
NP_112178,0.21697777696359963
NP_002587,0.400389493470426
NP_005090,0.2970549073917203
NP_079131,0.3727167484875378
NP_004123,0.24797977977232985
NP_001028740,0.20422412790160357
NP_002877,0.2343323450262692
NP_001258115,0.26688418165462474
NP_057071,0.3320196542866128
NP_061004,0.23994086307665774
NP_075066,0.2550160506384124
NP_598368,0.26454008063243445
NP_071739,0.5149885683497868
NP_064587,0.29564219733429886
NP_006636,0.44535550247439804
NP_945327,0.3491290263796053
NP_006766,0.412427676127908
NP_995319,0.2337501243105557
NP_000775,0.32165878813621046
NP_055670,0.20246353629356914
NP_002909,0.20577987455180483
NP_000704,0.3160492936946581
NP_064530,0.40700189168527745
NP_001121181,0.23804103217857037
NP_001139443,0.2267943020433322
NP_001137299,0.3966444809610593
NP_001137298,0.3964470250062362
NP_775102,0.5295842745908473
NP_055785,0.3869926860886551
NP_116759,0.3834567694909234
NP_057132,0.3752234980973728
NP_000138,0.2483185043500462
NP_002956,0.20136679976771804
NP_478059,0.6263314973118734
NP_005472,0.26218314170443824
NP_001008530,0.40680485954315193
NP_997006,0.24894209490859348
NP_001129108,0.2087525404007689
NP_857593,0.24890627996787454
NP_001027539,0.2345767435038805
NP_000116,0.6446913236020698
NP_001035787,0.4348360853030663
NP_006206,0.2063206957990624
NP_001729,0.2541678755797579
NP_057444,0.3482228474209046
NP_036534,0.4648015795377458
NP_001777,0.20527754057599937
NP_036557,0.2876523946862585
NP_733779,0.34385770232596996
NP_056235,0.20523639569202423
NP_060245,0.223718400825981
NP_071324,0.20252512165169587
NP_036234,0.22707288278516644
NP_003013,0.43018904710574746
NP_004926,0.2611711939138159
NP_000447,0.3240251251687407
NP_899064,0.3993642300907467
NP_863654,0.2685074983659068
NP_863655,0.25201862431801947
NP_036270,0.26188158566104297
NP_001164675,0.205831720075614
NP_064632,0.2154433927573839
NP_775949,0.4052944373900812
NP_001123498,0.41541879262257203
NP_060317,0.30521491412185675
NP_114110,0.382262980098068
NP_001107590,0.29854126697407757
NP_001026890,0.34508887094081664
NP_079194,0.2642745617344962
NP_078889,0.4617703740760888
NP_077286,0.37512012271471956
NP_060497,0.2189471149092157
NP_006808,0.26198046392439167
NP_001137532,0.4216993453725835
NP_001123617,0.2503181590952391
NP_001181973,0.2546747730042144
NP_006097,0.27551905351124156
NP_057386,0.3702567680686009
NP_001247418,0.20069831275161623
NP_004610,0.31576207004151347
NP_064512,0.2881074413591862
NP_001119809,0.30457519913786196
NP_689876,0.38062955649610614
NP_620147,0.34394936847418023
NP_003187,0.395457108173226
NP_113668,0.27211949459936235
NP_001193581,0.3376471278481392
NP_001193580,0.33677547539008534
NP_001193582,0.2646466867801428
NP_002875,0.21825765254159885
NP_008896,0.26486593772632616
NP_005885,0.34948067470657845
NP_055908,0.21593930088095198
NP_067643,0.22202263722788518
NP_789847,0.20903925022523723
NP_001432,0.44635132017205575
